,COMMENT,Positivity,Negativity,Neutrality,Compound
470,nice,1.0,0.0,0.0,0.4215
471,Mindful,0.0,0.0,1.0,0.0
472,Spanish? Lessons,0.0,0.0,1.0,0.0
473,I feel mindfull!,0.0,0.0,1.0,0.0
474,helped students to start calm,0.365,0.0,0.635,0.3182
475,Grateful,1.0,0.0,0.0,0.4588
476,Awesome!,1.0,0.0,0.0,0.6588
477,mindful,0.0,0.0,1.0,0.0
478,Would like the 4 second intro to be gone.,0.263,0.0,0.737,0.3612
479,thank you,0.714,0.0,0.286,0.3612
480,Felt great,0.804,0.0,0.196,0.6249
481,it felt good ,0.592,0.0,0.408,0.4404
482,n/a,0.0,0.0,1.0,0.0
483,Mindful,0.0,0.0,1.0,0.0
484,happy,1.0,0.0,0.0,0.5719
485,Today's activity helped me to relax.,0.367,0.0,0.633,0.4404
486,Mindful,0.0,0.0,1.0,0.0
487,Mindful,0.0,0.0,1.0,0.0
488,zxc cd dzcasdc,0.0,0.0,1.0,0.0
489,Peaceful.  ,1.0,0.0,0.0,0.4939
490,Love it!,0.818,0.0,0.182,0.6696
491,short and sweet,0.6,0.0,0.4,0.4588
492,Calm,1.0,0.0,0.0,0.3182
494,drfbgerg,0.0,0.0,1.0,0.0
495,kj;iugliuhyfyu,0.0,0.0,1.0,0.0
496,a little calmer,0.688,0.0,0.312,0.2975
497,We liked we touching our shoes.  ,0.359,0.0,0.641,0.4215
498,great,1.0,0.0,0.0,0.6249
499,"Happy and calm experience
",0.75,0.0,0.25,0.7184
501,We liked your voice.,0.483,0.0,0.517,0.4215
502,good,1.0,0.0,0.0,0.4404
503,Happy ,1.0,0.0,0.0,0.5719
504,Nice!,1.0,0.0,0.0,0.4753
505,sad,0.0,1.0,0.0,-0.4767
506,Mindful,0.0,0.0,1.0,0.0
507,Gives you the feels.,0.0,0.0,1.0,0.0
509,Kung Fu Panda Vibes,0.0,0.61,0.39,-0.6908
510,Love it! ,0.818,0.0,0.182,0.6696
511,Felt Good,0.744,0.0,0.256,0.4404
512,"Most students felt calmed by it.
",0.364,0.0,0.636,0.4336
513,awesome,1.0,0.0,0.0,0.6249
514,Mindful,0.0,0.0,1.0,0.0
515,Love it!,0.818,0.0,0.182,0.6696
516,Grateful,1.0,0.0,0.0,0.4588
517,"Ahhhhh! This one really helped! Thank you! 
",0.379,0.0,0.621,0.5653
518,Grateful,1.0,0.0,0.0,0.4588
519,Felt Good ,0.744,0.0,0.256,0.4404
520,Mindful,0.0,0.0,1.0,0.0
521,Interesting,1.0,0.0,0.0,0.4019
522,ok,1.0,0.0,0.0,0.296
523,My class says they felt calm and happy and they loved the song! ,0.505,0.0,0.495,0.8805
524,boom,0.0,0.0,1.0,0.0
525,"Gracias por todo. Thank you for relajarme. Gracias para la cancion. Siento muy bien. Gracias por la musica. I love it so much. Love it!
",0.353,0.0,0.647,0.9094
526,Perfect!,1.0,0.0,0.0,0.6114
527,ok,1.0,0.0,0.0,0.296
529,The best part today was the calming effect I got from participating.,0.434,0.0,0.566,0.7845
530,This allowed me to be calm and grateful for everything.,0.398,0.0,0.602,0.6486
531,Mindful,0.0,0.0,1.0,0.0
532,beautiful,1.0,0.0,0.0,0.5994
533,The children said that they loved this exercise and felt grateful as well as perfect.,0.536,0.0,0.464,0.9136
534,great,1.0,0.0,0.0,0.6249
535,beautiful breathing practice,0.661,0.0,0.339,0.5994
537,good,1.0,0.0,0.0,0.4404
538,"I love it 
",0.808,0.0,0.192,0.6369
539,"interesting**
informative, liked feeling his pulse
",0.518,0.0,0.482,0.5106
540,Felt Good,0.744,0.0,0.256,0.4404
541,Thank you. Sapphire,0.556,0.0,0.444,0.3612
542,"Laura, we want to thank you for guiding us through today Heat felt lesson for ""All Living Things""!",0.204,0.0,0.796,0.4753
543,I am loving the rain sound in the beginning and the wind chimes at the end.  Sound is very important to my being.,0.231,0.0,0.769,0.7178
544,I love having peace in my life. It helps me not be so crazy.,0.459,0.139,0.401,0.8011
546,Hi!!!!!!!,0.0,0.0,1.0,0.0
547,"Ennio Barillas states ""I feel happy.""",0.0,0.0,1.0,0.0
548,The students enjoyed the shoulder shrugs,0.398,0.0,0.602,0.5106
549,Love it!,0.818,0.0,0.182,0.6696
551,"Dear Jake, 

My favorite part was the shark fin.  I like it because it made me calm.

From, Room 804",0.409,0.0,0.591,0.8555
552,Calm,1.0,0.0,0.0,0.3182
553,Gracias!,0.0,0.0,1.0,0.0
554,"Scholars report feeling comfortable, peaceful, and calm. ",0.774,0.0,0.226,0.8519
555,Felt Good ,0.744,0.0,0.256,0.4404
556,Calm,1.0,0.0,0.0,0.3182
557,Calm,1.0,0.0,0.0,0.3182
558,This sound made us feel happy and calm.,0.5,0.0,0.5,0.7184
559,just breathe,0.0,0.0,1.0,0.0
560,Calm,1.0,0.0,0.0,0.3182
562,GREAT DAY,0.804,0.0,0.196,0.6249
563,Listening to the voice made me calm and I was able to think about my mom and my dad.,0.119,0.0,0.881,0.3182
564,"Good
",1.0,0.0,0.0,0.4404
565,Graxcias!,0.0,0.0,1.0,0.0
566,I felt calm.,0.697,0.0,0.303,0.3182
567,"Scholars report feeling peaceful, relaxed, and mindful. ",0.664,0.0,0.336,0.7845
568,good ,1.0,0.0,0.0,0.4404
569,"felt good, mindful, calm, grateful",0.804,0.0,0.196,0.802
570,Students felt relaxed,0.615,0.0,0.385,0.4939
571,Felt Good ,0.744,0.0,0.256,0.4404
572,Mindful,0.0,0.0,1.0,0.0
573,great,1.0,0.0,0.0,0.6249
574,"Peaceful
",1.0,0.0,0.0,0.4939
575,Mindful,0.0,0.0,1.0,0.0
576,"happy
",1.0,0.0,0.0,0.5719
577,The best part about kindness was thinking about all the acts of kindness I could do today. ,0.44,0.0,0.56,0.8807
578,MIndful,0.0,0.0,1.0,0.0
579,I use mindfulness to bolster me in my journey to remove toxicity from my life.,0.0,0.0,1.0,0.0
580,Awesome!,1.0,0.0,0.0,0.6588
581,Mindful,0.0,0.0,1.0,0.0
582,Mindful,0.0,0.0,1.0,0.0
583,Some students wanted to give it 10 stars.,0.0,0.0,1.0,0.0
585,Awesome!,1.0,0.0,0.0,0.6588
586,Very relaxing. ,0.777,0.0,0.223,0.5413
587,Happy,1.0,0.0,0.0,0.5719
588,Calm,1.0,0.0,0.0,0.3182
589,The harp is so pure and beautiful.,0.41,0.0,0.59,0.6326
590,"hard to stay focused 
calm and liked the music *
did not like it when it was quiet
felt very calm
",0.364,0.128,0.509,0.7572
591,Mindful,0.0,0.0,1.0,0.0
592,almost summer! :),0.601,0.0,0.399,0.4613
593,"Scholars report feeling peaceful, calm, and grateful.",0.769,0.0,0.231,0.8402
594,Awesome!,1.0,0.0,0.0,0.6588
595,Love it!,0.818,0.0,0.182,0.6696
596,did not know breathing was such a technique that many sports players use,0.0,0.0,1.0,0.0
597,Calm ,1.0,0.0,0.0,0.3182
598,Mindful,0.0,0.0,1.0,0.0
599,Calm,1.0,0.0,0.0,0.3182
600,calm,1.0,0.0,0.0,0.3182
601,Mindful,0.0,0.0,1.0,0.0
602,"great
",1.0,0.0,0.0,0.6249
603,good,1.0,0.0,0.0,0.4404
604,also mad us think of music played when someone is about to be murdered,0.114,0.362,0.524,-0.7351
605,Calm,1.0,0.0,0.0,0.3182
606,Nyra is feeling well!,0.661,0.0,0.339,0.4389
607,It made me feel sad.,0.0,0.437,0.563,-0.4767
609,Peaceful,1.0,0.0,0.0,0.4939
610,Happy,1.0,0.0,0.0,0.5719
611,Felt Good,0.744,0.0,0.256,0.4404
612,"Great!
",1.0,0.0,0.0,0.6588
613,good,1.0,0.0,0.0,0.4404
614,great,1.0,0.0,0.0,0.6249
615,Love it!,0.818,0.0,0.182,0.6696
616,very calming,0.75,0.0,0.25,0.4576
617,Felt Good ,0.744,0.0,0.256,0.4404
618,"happy
",1.0,0.0,0.0,0.5719
619,"Today it took me to my happy place, took negative energy away, made worries/stress go away, made me calm, and made me tired.",0.248,0.202,0.55,0.128
620,We loved it!,0.677,0.0,0.323,0.636
621,Relaxing,1.0,0.0,0.0,0.4939
622,"Scholars report feeling peaceful, mindful, and loving it. ",0.632,0.0,0.368,0.8225
623,Love it!,0.818,0.0,0.182,0.6696
624,This made me laugh,0.545,0.0,0.455,0.5574
625,Grateful ,1.0,0.0,0.0,0.4588
627,"The list of questions seemed long. I was not prepared to simply listen to all of them and was expecting an explanation sooner. Maybe the introduction could explain that more.

Also wondered if there is a way to play ambient sound biting the breathing portion (like nature sounds etc.)",0.049,0.034,0.917,0.1862
628,nice,1.0,0.0,0.0,0.4215
629,"MIa Leal said, ""I feel calm.""",0.0,0.306,0.694,-0.296
630,CALM,1.0,0.0,0.0,0.3182
631,"felt good
",0.744,0.0,0.256,0.4404
632,Too short!,0.0,0.0,1.0,0.0
633,Beautiful!,1.0,0.0,0.0,0.636
634,When we close our eyes when we open our eyes and when we tighten our face and shoulders it feels good!,0.138,0.0,0.862,0.4926
635,Mindful,0.0,0.0,1.0,0.0
636,nice,1.0,0.0,0.0,0.4215
638,Mindful,0.0,0.0,1.0,0.0
639,"Scholars report feeling relaxed, peaceful, and extra comfortable. ",0.737,0.0,0.263,0.8807
640,Felt Good,0.744,0.0,0.256,0.4404
641,Felt Good ,0.744,0.0,0.256,0.4404
642,I felt calm and relaxed. ,0.733,0.0,0.267,0.6705
643,Great,1.0,0.0,0.0,0.6249
644,"good
",1.0,0.0,0.0,0.4404
645,Very nice.,0.756,0.0,0.244,0.4754
646,I loved it.,0.796,0.0,0.204,0.5994
647,This activity made us appreciate the people in our community. It made us feel happy because it felt good to send good wishes to other people.,0.397,0.0,0.603,0.9153
648,Students felt calm ,0.535,0.0,0.465,0.3182
649,calming practice for all ,0.474,0.0,0.526,0.4019
650,Thanks,1.0,0.0,0.0,0.4404
651,calming!,1.0,0.0,0.0,0.4574
652,ok,1.0,0.0,0.0,0.296
653,"""I liked Inner Explorer because it made me sleepy."" -Elizabeth",0.237,0.0,0.763,0.4215
654,Felt good,0.744,0.0,0.256,0.4404
655,wonderful,1.0,0.0,0.0,0.5719
656,Relaxing,1.0,0.0,0.0,0.4939
657,cool,1.0,0.0,0.0,0.3182
658,Mindful,0.0,0.0,1.0,0.0
659,This was a new technique to me.,0.0,0.0,1.0,0.0
660,calm,1.0,0.0,0.0,0.3182
661,Felt Good,0.744,0.0,0.256,0.4404
662,Happy,1.0,0.0,0.0,0.5719
663,"We expected SOOTHING sounds because of the title, but most of us found that at least 2 of the 3 sounds were NOT soothing at all....",0.076,0.092,0.831,-0.1095
664,happy,1.0,0.0,0.0,0.5719
665,this made our bodies feel great,0.451,0.0,0.549,0.6249
666,Grateful ,1.0,0.0,0.0,0.4588
667,Mindful,0.0,0.0,1.0,0.0
668,Happy,1.0,0.0,0.0,0.5719
670,lovely,1.0,0.0,0.0,0.5859
671,It was calming.,0.574,0.0,0.426,0.4019
672,Grateful ,1.0,0.0,0.0,0.4588
673,thankyou,0.0,0.0,1.0,0.0
674,Felt Good ,0.744,0.0,0.256,0.4404
675,Love it! ,0.818,0.0,0.182,0.6696
676,Happy  and good,0.868,0.0,0.132,0.765
677,great,1.0,0.0,0.0,0.6249
678,ok,1.0,0.0,0.0,0.296
679,I loved it just not a fan of the journal part,0.303,0.153,0.544,0.4475
680,=),1.0,0.0,0.0,0.4939
681,loved it .  very relaxing,0.787,0.0,0.213,0.8122
683,We all love Edgar's voice. His voice is extremely calming.  I love Edgar days.,0.533,0.0,0.467,0.908
684,I felt calm.,0.697,0.0,0.303,0.3182
685,Mindful,0.0,0.0,1.0,0.0
686,Calm,1.0,0.0,0.0,0.3182
687,We liked breathing in and out and being quiet for 2 minutes. ,0.219,0.0,0.781,0.4215
688,good,1.0,0.0,0.0,0.4404
689,It helps me be relaxed so much that it helps me when i am trying not to be playful Sydney,0.326,0.093,0.581,0.7179
690,Felt Good,0.744,0.0,0.256,0.4404
691,Awesome!,1.0,0.0,0.0,0.6588
692,Felt Good,0.744,0.0,0.256,0.4404
693,"I found the abdominal breathing difficult, I will continue to practice until this way of breathing feel natural.
Thanks Adam!",0.245,0.108,0.647,0.4926
694,relaxing,1.0,0.0,0.0,0.4939
695,very informative. ,0.0,0.0,1.0,0.0
696,Happy,1.0,0.0,0.0,0.5719
697,Calm ,1.0,0.0,0.0,0.3182
698,"I am thankful for:
my health, family and pets
food & water
friends
to be alive
be under God",0.469,0.0,0.531,0.8885
699,They did good on it.,0.42,0.0,0.58,0.4404
700,This was okay.,0.487,0.0,0.513,0.2263
702,happy,1.0,0.0,0.0,0.5719
703,Mindful,0.0,0.0,1.0,0.0
704,nice!!!!,0.0,0.0,1.0,0.0
705,"calm, mindful",0.697,0.0,0.303,0.3182
706,Mindfdul,0.0,0.0,1.0,0.0
707,Happy,1.0,0.0,0.0,0.5719
708,Felt Good,0.744,0.0,0.256,0.4404
709,I felt happy.,0.787,0.0,0.213,0.5719
711,Love it! ,0.818,0.0,0.182,0.6696
712,Felt Good,0.744,0.0,0.256,0.4404
713,The best part of using the chattering mind strategy was in helping me feel calm.,0.42,0.0,0.58,0.8271
714,"I felt calm.
I used my imagination.
I felt good. ",0.51,0.0,0.49,0.6369
715,great,1.0,0.0,0.0,0.6249
716,This helped me to relax.,0.42,0.0,0.58,0.4404
717,love it,0.808,0.0,0.192,0.6369
718,ok,1.0,0.0,0.0,0.296
719,"Students gave inner explorer a ""college try.""",0.0,0.0,1.0,0.0
720,calm shoulders,0.697,0.0,0.303,0.3182
721,  ,0.0,0.0,0.0,0.0
722,felt good movie just ended,0.42,0.0,0.58,0.4404
724,Calm,1.0,0.0,0.0,0.3182
725,great,1.0,0.0,0.0,0.6249
726,Felt Good,0.744,0.0,0.256,0.4404
727,A few days in and the kids think it will be helpful in transitioning them from being outside at lunch to getting ready to work in the afternoon.  A few feel very uncomfortable but that is expected since it is so new.,0.086,0.046,0.869,0.1787
728,complaint from student about duplicate material,0.0,0.306,0.694,-0.296
729,Very relaxing,0.777,0.0,0.223,0.5413
730,like an Indian dance song,0.385,0.0,0.615,0.3612
731,Calm,1.0,0.0,0.0,0.3182
732,We are feeling calm and ready to learn! ,0.569,0.0,0.431,0.68
733,We love singing the song!,0.529,0.0,0.471,0.6696
734,Mindful,0.0,0.0,1.0,0.0
735,Mindful,0.0,0.0,1.0,0.0
736,Relaxing,1.0,0.0,0.0,0.4939
737,happy,1.0,0.0,0.0,0.5719
738,great,1.0,0.0,0.0,0.6249
739,It was relaxing.,0.615,0.0,0.385,0.4939
740,The class felt calm and relaxed.,0.579,0.0,0.421,0.6705
741,This was a helpful practice. ,0.483,0.0,0.517,0.4215
742,calm,1.0,0.0,0.0,0.3182
743,The best part of staying quiet is the ability to relax.,0.54,0.0,0.46,0.8555
744,Happy,1.0,0.0,0.0,0.5719
745,Mindful,0.0,0.0,1.0,0.0
746,:),1.0,0.0,0.0,0.4588
747,Discussed positive outlook with students and they felt good.  ,0.481,0.0,0.519,0.7579
748,thank you,0.714,0.0,0.286,0.3612
749,"I give it 1 million thousand stars. I love the whole thing. Gracias por todo. Gracias, Edgar por la musica. Gracias por lo que tu hiciste. Gracias para relajarme.  Me gusto la cancion. Gracias por todo me gusta mucho mucho mucho. I love your videos, I give them 1000 likes. ",0.211,0.0,0.789,0.9042
750,neck is nice and loose,0.346,0.284,0.37,0.128
751,Mindful,0.0,0.0,1.0,0.0
752,nice,1.0,0.0,0.0,0.4215
753,Made you aware of your surroundings.,0.0,0.0,1.0,0.0
754,Calm ,1.0,0.0,0.0,0.3182
755,ok,1.0,0.0,0.0,0.296
756,"Dear Ms. Driggs,
 
I felt happy when we listened to other sounds.  One of my favorites was the rainy day.

From, Room 804",0.32,0.046,0.634,0.8316
757,Anchoring is important to get a balance in life.,0.205,0.0,0.795,0.2023
758,Calm,1.0,0.0,0.0,0.3182
759,"good
",1.0,0.0,0.0,0.4404
760,Muy bien,0.0,0.0,1.0,0.0
761,We loved it!,0.677,0.0,0.323,0.636
763,Mindful ,0.0,0.0,1.0,0.0
764,Intro video... looks good,0.492,0.0,0.508,0.4404
765,enjoyed,1.0,0.0,0.0,0.5106
766,great,1.0,0.0,0.0,0.6249
767,  ,0.0,0.0,0.0,0.0
768,Mindful,0.0,0.0,1.0,0.0
769,it was really relaxing ,0.538,0.0,0.462,0.5413
770,jj,1.0,0.0,0.0,0.25
771,Love it!,0.818,0.0,0.182,0.6696
772,Very calm and sleepy now.,0.393,0.0,0.607,0.3804
773,Grateful,1.0,0.0,0.0,0.4588
774,Felt Good ,0.744,0.0,0.256,0.4404
775,felt good but the peaceful water running should be longer,0.439,0.0,0.561,0.7391
777,I am inspired to experience Mindfulness in the coming days.,0.286,0.0,0.714,0.4939
779,great,1.0,0.0,0.0,0.6249
780,My student said that they loved when the boy in the video gave the example of how NOT to do the sharkfin.,0.157,0.0,0.843,0.5994
781,mindful,0.0,0.0,1.0,0.0
782,"Great!
",1.0,0.0,0.0,0.6588
783,Love It ,0.808,0.0,0.192,0.6369
784,Grateful,1.0,0.0,0.0,0.4588
785,Very calm,0.722,0.0,0.278,0.3804
786,Very relax,0.762,0.0,0.238,0.4927
787,"Scholars report feeling calm, sleepy, relaxed, and peacfeul.",0.583,0.0,0.417,0.7184
788,Felt good,0.744,0.0,0.256,0.4404
789,happy,1.0,0.0,0.0,0.5719
790,I love the idea of anchoring to my breathing to help me focus!,0.418,0.0,0.582,0.8016
791,For those of us participating... we were calmed by the scents we imagined.,0.178,0.0,0.822,0.3818
792,"clam and sleepy
neck was relaxed and felt calm
relaxed and controlled neck
tired and sleepy
butterflies 
",0.354,0.118,0.528,0.7003
793,I feel relaxed. ,0.762,0.0,0.238,0.4939
794,Very challenging ,0.654,0.0,0.346,0.2247
796,"Debora Mendoza said, ""I feel calm.""",0.0,0.0,1.0,0.0
797,calm,1.0,0.0,0.0,0.3182
798,Another student mentioned that she felt calm afterwards. ,0.247,0.0,0.753,0.3182
799,Calm and comfortable!,0.855,0.0,0.145,0.7088
800,"calm
",1.0,0.0,0.0,0.3182
801,The best part of anchoring is the ability to calm down.,0.524,0.0,0.476,0.8316
802,Love it! ,0.818,0.0,0.182,0.6696
803,Calm,1.0,0.0,0.0,0.3182
804,Wonderful lesson,0.787,0.0,0.213,0.5719
805,"Dear Inner Explorer,

That was a challenging exploration into kindness….feelings….acceptance….and reflection. I am so surprised, when people are kind to me….it shouldn’t be that way…people should be kind all the time…but they’re not. It doesn’t matter…I am not going to STOP being kind to others.

Thank you and God bless.


With gratitude,

Mr. Crosser",0.444,0.0,0.556,0.9816
806,calm,1.0,0.0,0.0,0.3182
807,Mindful,0.0,0.0,1.0,0.0
808,Grateful ,1.0,0.0,0.0,0.4588
809,Great,1.0,0.0,0.0,0.6249
810,"calm voice - 
liked message - 
3* 
felt guilty - ",0.429,0.235,0.336,0.3182
811,Quiet,0.0,0.0,1.0,0.0
812,Love the song!,0.692,0.0,0.308,0.6696
813,Felt Good,0.744,0.0,0.256,0.4404
816,Love it!,0.818,0.0,0.182,0.6696
817,It was calming to think about our thoughts.,0.278,0.0,0.722,0.4019
819,felt good,0.744,0.0,0.256,0.4404
820,Grateful,1.0,0.0,0.0,0.4588
821,its really relaxing to close your eyes and listen each day.,0.259,0.0,0.741,0.5413
822,Very relaxing,0.777,0.0,0.223,0.5413
823,Grateful,1.0,0.0,0.0,0.4588
824,really nice!,0.772,0.0,0.228,0.5244
825,Really helped students think of consequences and choices. ,0.0,0.0,1.0,0.0
826,it was wonderful me and myaun loved it! i hope we can do more,0.519,0.0,0.481,0.8955
827,Happy,1.0,0.0,0.0,0.5719
828,"Mindful, happy, felt good, calm, grateful, favorite!!! ",0.887,0.0,0.113,0.9411
829,N/A ,0.0,0.0,1.0,0.0
830,Grateful ,1.0,0.0,0.0,0.4588
831,"It was so calm, I liked it a lot.
It was sort of good.
Lots ofmus loved it!",0.517,0.0,0.483,0.9164
832,Helped student calm down. ,0.434,0.0,0.566,0.3182
833,feels great,0.804,0.0,0.196,0.6249
834,Excellent!,1.0,0.0,0.0,0.6114
835,Felt Good,0.744,0.0,0.256,0.4404
836,Love it! ,0.818,0.0,0.182,0.6696
837,Happy ,1.0,0.0,0.0,0.5719
838,The students liked it. ,0.483,0.0,0.517,0.4215
839,students enjoyed this mindfulness video.,0.452,0.0,0.548,0.5106
840,    ,0.0,0.0,0.0,0.0
841,calm,1.0,0.0,0.0,0.3182
842,nice,1.0,0.0,0.0,0.4215
843,Great Segment,0.804,0.0,0.196,0.6249
844,"Felt good
",0.744,0.0,0.256,0.4404
845,relaxing,1.0,0.0,0.0,0.4939
846,"Dear Ms. Moses,

I liked it when we were thinking about our emotions.

From, Room 804",0.293,0.0,0.707,0.6597
847,calm,1.0,0.0,0.0,0.3182
848,Mindful,0.0,0.0,1.0,0.0
849,Great ,1.0,0.0,0.0,0.6249
850,kids enjoyed it,0.623,0.0,0.377,0.5106
851,Great!,1.0,0.0,0.0,0.6588
852,Use it to help you prevent what you are going to do.,0.275,0.0,0.725,0.4215
853,Love It ,0.808,0.0,0.192,0.6369
854,Calm,1.0,0.0,0.0,0.3182
855,Love it! ,0.818,0.0,0.182,0.6696
856,Doing great,0.804,0.0,0.196,0.6249
857,Felt Good ,0.744,0.0,0.256,0.4404
858,Love the shark fin,0.583,0.0,0.417,0.6369
859,It was very relaxing,0.538,0.0,0.462,0.5413
860,The best today was my ability to relax.,0.653,0.0,0.347,0.8555
861,Felt Good ,0.744,0.0,0.256,0.4404
862,Awesome!,1.0,0.0,0.0,0.6588
863,Felt Good,0.744,0.0,0.256,0.4404
864,Great,1.0,0.0,0.0,0.6249
865,"Mindful, felt good, calm, grateful, and love it!",0.76,0.0,0.24,0.9134
866,Grateful n helpful for the students ,0.659,0.0,0.341,0.7003
867,"Dear Ms. Driggs,

I loved it when we closed our eyes and felt calm.

From, 
Room 804",0.404,0.0,0.596,0.8316
868,Mindful,0.0,0.0,1.0,0.0
869,grateful,1.0,0.0,0.0,0.4588
870,Happy ,1.0,0.0,0.0,0.5719
871,"Happy, calm, felt good, mindful",0.817,0.0,0.183,0.836
873,calm,1.0,0.0,0.0,0.3182
874,Happy ,1.0,0.0,0.0,0.5719
875,Feeling calm and present.,0.655,0.0,0.345,0.4215
876,Relaxed,1.0,0.0,0.0,0.4939
877,ok,1.0,0.0,0.0,0.296
878,gkg,0.0,0.0,1.0,0.0
879,"Dear Ms. Moses,

I felt calm when we did the shark fin.

From, Room 804",0.29,0.0,0.71,0.5994
880,"no comment
",0.0,0.688,0.312,-0.296
881,ok,1.0,0.0,0.0,0.296
882,Felt Good,0.744,0.0,0.256,0.4404
883,ok,1.0,0.0,0.0,0.296
884,doodybooty,0.0,0.0,1.0,0.0
885,Calm,1.0,0.0,0.0,0.3182
886,love you,0.808,0.0,0.192,0.6369
887,"Made me sleepy.
relief
",0.508,0.0,0.492,0.4767
888,Relaxing,1.0,0.0,0.0,0.4939
889,happy,1.0,0.0,0.0,0.5719
891,This was calming.,0.574,0.0,0.426,0.4019
892,We feel very relaxed (we almost fell asleep :) ) We love it.,0.537,0.0,0.463,0.8867
893,Mindful,0.0,0.0,1.0,0.0
894,very calm ,0.722,0.0,0.278,0.3804
895,"The human head, weighs 8 pounds. -Jerry Maguire",0.0,0.0,1.0,0.0
896,Mindful,0.0,0.0,1.0,0.0
897,Our class really likes the quiet ones!,0.361,0.0,0.639,0.5244
898,Felt Good,0.744,0.0,0.256,0.4404
899,Some students report they felt nothing or just tired.,0.231,0.0,0.769,0.3412
900,it was very calm.,0.464,0.0,0.536,0.3804
